,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
3820,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,South Africa,,BTSX,Both sexes,,19.1,19.12211,,,,,
3821,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,MLE,Male,,59.5,59.53606,,,,,
3822,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,MLE,Male,,14.7,14.6803,,,,,
3823,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,FMLE,Female,,65.4,65.36993,,,,,
3824,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,FMLE,Female,,18.0,18.04779,,,,,
3825,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZMB,Zambia,,BTSX,Both sexes,,44.5,44.46076,,,,,
3826,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZMB,Zambia,,BTSX,Both sexes,,16.5,16.53152,,,,,
3827,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,MLE,Male,,45.1,45.14684,,,,,
3828,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZWE,Zimbabwe,,MLE,Male,,13.6,13.58761,,,,,
3829,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,FMLE,Female,,48.1,48.11914,,,,,
3830,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,BTSX,Both sexes,,46.6,46.57054,,,,,
3831,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,BTSX,Both sexes,,14.4,14.41137,,,,,
3832,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,QAT,Qatar,,MLE,Male,,18.7,18.6523,,,,,
3833,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,QAT,Qatar,,FMLE,Female,,73.9,73.8738,,,,,
3834,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,QAT,Qatar,,FMLE,Female,,16.1,16.11908,,,,,
3835,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,QAT,Qatar,,BTSX,Both sexes,,17.3,17.26068,,,,,
3836,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,QAT,Qatar,,BTSX,Both sexes,,76.4,76.40804,,,,,
3837,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ROU,Romania,,MLE,Male,,17.1,17.07224,,,,,
3838,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,,MLE,Male,,71.3,71.27955,,,,,
3839,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EUR,Europe,,ROU,Romania,,FMLE,Female,,21.1,21.10822,,,,,
3840,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,,FMLE,Female,,78.4,78.42323,,,,,
3841,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,,BTSX,Both sexes,,74.8,74.82143,,,,,
3842,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,,BTSX,Both sexes,,19.9,19.87192,,,,,
3843,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,RUS,Russian Federation,,MLE,Male,,65.8,65.84554,,,,,
3844,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,RUS,Russian Federation,,MLE,Male,,15.9,15.91612,,,,,
3845,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,RUS,Russian Federation,,FMLE,Female,,76.6,76.60394,,,,,
3846,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,RUS,Russian Federation,,FMLE,Female,,21.4,21.39447,,,,,
3847,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,RUS,Russian Federation,,BTSX,Both sexes,,19.1,19.11096,,,,,
3848,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,RUS,Russian Federation,,BTSX,Both sexes,,73.2,73.23246,,,,,
3849,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,RWA,Rwanda,,MLE,Male,,16.5,16.4658,,,,,
3850,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,MLE,Male,,66.9,66.8829,,,,,
3851,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,RWA,Rwanda,,FMLE,Female,,19.1,19.05069,,,,,
3852,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,FMLE,Female,,71.2,71.24305,,,,,
3853,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,FMLE,Female,,19.2,19.16222,,,,,
3854,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,BTSX,Both sexes,,69.1,69.10349,,,,,
3855,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,RWA,Rwanda,,BTSX,Both sexes,,18.0,18.01651,,,,,
3856,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,MLE,Male,,73.1,73.106,,,,,
3857,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,MLE,Male,,19.3,19.25123,,,,,
3858,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,FMLE,Female,,20.8,20.77164,,,,,
3859,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,BTSX,Both sexes,,70.5,70.52375,,,,,
3860,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,BTSX,Both sexes,,19.9,19.90048,,,,,
3861,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,MLE,Male,,60.4,60.36473,,,,,
3862,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SDN,Sudan,,MLE,Male,,17.8,17.82932,,,,,
3863,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,FMLE,Female,,64.7,64.67456,,,,,
3864,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,BTSX,Both sexes,,62.5,62.46532,,,,,
3865,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,BTSX,Both sexes,,17.3,17.26901,,,,,
3866,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,MLE,Male,,56.9,56.86884,,,,,
3867,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,MLE,Male,,15.5,15.50296,,,,,
3868,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,FMLE,Female,,60.3,60.3232,,,,,
3869,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,FMLE,Female,,17.6,17.64775,,,,,
3870,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,BTSX,Both sexes,,16.6,16.6091,,,,,
3871,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SEN,Senegal,,BTSX,Both sexes,,65.5,65.47308,,,,,
3872,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SGP,Singapore,,MLE,Male,,19.7,19.7471,,,,,
3873,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,MLE,Male,,79.4,79.36228,,,,,
3874,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SGP,Singapore,,FMLE,Female,,23.1,23.06065,,,,,
3875,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,FMLE,Female,,84.0,84.01149,,,,,
3876,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,BTSX,Both sexes,,81.7,81.70047,,,,,
3877,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SGP,Singapore,,BTSX,Both sexes,,24.1,24.09584,,,,,
3878,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,MLE,Male,,61.3,61.29574,,,,,
3879,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,MLE,Male,,14.1,14.13107,,,,,
3880,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,FMLE,Female,,66.4,66.40263,,,,,
3881,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,FMLE,Female,,15.7,15.71826,,,,,
3882,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,SLB,Solomon Islands,,FMLE,Female,,67.4,67.40598,,,,,
3883,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,BTSX,Both sexes,,14.9,14.87525,,,,,
3884,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,SLB,Solomon Islands,,BTSX,Both sexes,,64.7,64.74374,,,,,
3885,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SLE,Sierra Leone,,MLE,Male,,15.0,14.95701,,,,,
3886,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SLE,Sierra Leone,,MLE,Male,,55.9,55.90025,,,,,
3887,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SLE,Sierra Leone,,FMLE,Female,,57.9,57.93263,,,,,
3888,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SLE,Sierra Leone,,FMLE,Female,,16.8,16.83131,,,,,
3889,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SLE,Sierra Leone,,BTSX,Both sexes,,56.9,56.93931,,,,,
3890,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SLE,Sierra Leone,,BTSX,Both sexes,,16.4,16.35912,,,,,
3891,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,SLV,El Salvador,,MLE,Male,,68.1,68.12299,,,,,
3892,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,SLV,El Salvador,,MLE,Male,,20.4,20.42691,,,,,
3893,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,SLV,El Salvador,,FMLE,Female,,22.9,22.85039,,,,,
3894,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,SLV,El Salvador,,FMLE,Female,,79.1,79.12917,,,,,
3895,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,SLV,El Salvador,,BTSX,Both sexes,,21.8,21.75517,,,,,
3896,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,SLV,El Salvador,,BTSX,Both sexes,,75.0,75.033,,,,,
3897,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,SOM,Somalia,,MLE,Male,,12.8,12.82918,,,,,
3898,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,MLE,Male,,54.0,54.00606,,,,,
3899,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,FMLE,Female,,59.2,59.22458,,,,,
3900,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,FMLE,Female,,16.0,16.01247,,,,,
3901,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,BTSX,Both sexes,,56.5,56.46892,,,,,
3902,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,SOM,Somalia,,BTSX,Both sexes,,14.5,14.53767,,,,,
3903,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SRB,Serbia,,MLE,Male,,73.5,73.46343,,,,,
3904,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SRB,Serbia,,MLE,Male,,17.9,17.92823,,,,,
3905,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SRB,Serbia,,FMLE,Female,,21.1,21.09773,,,,,
3906,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,SRB,Serbia,,BTSX,Both sexes,,71.4,71.42738,,,,,
3907,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,SRB,Serbia,,BTSX,Both sexes,,19.6,19.57878,,,,,
3908,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,MLE,Male,,52.1,52.05416,,,,,
3909,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,SSD,South Sudan,,MLE,Male,,16.6,16.6105,,,,,
3910,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,FMLE,Female,,56.4,56.38318,,,,,
3911,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,FMLE,Female,,17.7,17.65395,,,,,
3912,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,BTSX,Both sexes,,54.1,54.1488,,,,,
3913,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,BTSX,Both sexes,,16.3,16.30018,,,,,
3914,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,STP,Sao Tome and Principe,,MLE,Male,,62.5,62.54929,,,,,
3915,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,STP,Sao Tome and Principe,,MLE,Male,,16.6,16.59905,,,,,
3916,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,STP,Sao Tome and Principe,,FMLE,Female,,17.5,17.4568,,,,,
3917,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,STP,Sao Tome and Principe,,FMLE,Female,,69.5,69.54597,,,,,
3918,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,STP,Sao Tome and Principe,,BTSX,Both sexes,,17.1,17.06507,,,,,
3919,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,STP,Sao Tome and Principe,,BTSX,Both sexes,,68.2,68.24239,,,,,
3920,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,SUR,Suriname,,MLE,Male,,17.4,17.39032,,,,,
3921,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,MLE,Male,,68.7,68.71065,,,,,
3922,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,FMLE,Female,,75.1,75.12329,,,,,
3923,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,FMLE,Female,,21.5,21.54551,,,,,
3924,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,BTSX,Both sexes,,71.8,71.83333,,,,,
3925,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,SUR,Suriname,,BTSX,Both sexes,,19.9,19.86633,,,,,
3926,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVK,Slovakia,,MLE,Male,,71.7,71.68994,,,,,
3927,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVK,Slovakia,,MLE,Male,,17.2,17.19696,,,,,
3928,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVK,Slovakia,,FMLE,Female,,21.9,21.92386,,,,,
3929,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,SVK,Slovakia,,FMLE,Female,,80.4,80.37247,,,,,
3930,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,EUR,Europe,,SVK,Slovakia,,BTSX,Both sexes,,19.8,19.79856,,,,,
3931,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,EUR,Europe,,SVK,Slovakia,,BTSX,Both sexes,,77.0,77.01103,,,,,
